SCAN FILE,SITE,TRANSECT,SLOPE, TYPE, POSITION (m), DEPTH (m), AMPLITUDE, PIXEL COUNT
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,15.47,0.05,3.8,319
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,15.58,0.05,3,188
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,15.66,0.06,7.3,1645
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,15.74,0.02,12.5,576
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,15.86,0.04,5.1,465
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,15.99,0.05,14.1,2139
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,16.19,0.06,9.9,3027
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,16.29,0.06,6.3,391
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,16.35,0.06,5.5,552
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,16.6,0.04,19.5,899
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,16.71,0.08,3.3,281
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,16.88,0.08,4.4,683
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,16.98,0.02,17.7,3346
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,17.01,0.08,12.7,1742
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,17.21,0.09,4.3,576
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,17.42,0.06,11.9,1851
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,17.59,0.05,7.3,889
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,17.83,0.04,4.3,768
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,17.95,0.09,2.3,148
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,18.05,0.03,11.4,1380
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,18.15,0.07,3.5,311
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,18.24,0.04,10.1,2317
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,18.5,0.02,16.3,3402
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,18.52,0.06,7.1,1018
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,18.58,0.11,2.1,179
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,18.64,0.02,6.6,552
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,18.75,0.06,3.7,272
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,18.88,0.09,3,194
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,18.91,0.02,9.9,941
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,19.08,0.05,12.8,1406
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,19.2,0.04,5,384
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,19.46,0.12,3.2,298
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,19.5,0.07,6.7,1564
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,19.57,0.01,16.5,547
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,19.62,0.04,16.8,1423
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,19.69,0.09,6.7,2398
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,19.84,0.03,7.5,1320
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,20,0.04,6.9,210
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,0.01,0.06,18.7,1124
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,0.2,0.04,11.3,1097
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,0.32,0.05,1.7,560
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,0.59,0.06,2.3,692
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,0.75,0.05,16.5,1686
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,0.94,0.07,2.7,1042
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,1.06,0.05,3.7,518
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,1.23,0.05,20.1,2167
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,1.34,0.07,3.1,759
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,1.46,0.08,5.2,2253
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,1.55,0.05,2,216
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,1.66,0.08,3,715
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,1.79,0.06,24,1997
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,1.9,0.02,11.5,731
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,1.97,0.06,2.1,528
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,2.04,0.03,6.6,995
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,2.07,0.09,1.2,146
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,2.1,0.05,2.2,542
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,2.34,0.05,1.9,706
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,2.46,0.09,1.4,338
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,2.74,0.07,4.7,1586
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,3,0.07,3.3,1243
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,3.17,0.06,4.4,1376
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,3.37,0.04,36.5,3255
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,3.59,0.05,4.1,828
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,3.72,0.03,27.7,1765
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,3.87,0.1,2.9,1130
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,3.97,0.03,5.7,1004
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,4.11,0.08,1.8,305
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,4.27,0.07,3.3,1569
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,4.39,0.04,6.9,720
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,4.52,0.05,3.9,536
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,4.66,0.05,3.6,495
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,4.79,0.08,2.8,813
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,4.88,0.02,28.5,1606
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,4.96,0.09,2.2,424
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,5.13,0.09,1.4,211
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,5.16,0.04,5,1937
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,5.21,0.08,1.9,402
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,5.43,0.08,3.6,800
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,5.67,0.04,7.9,1505
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,5.78,0.06,3.8,916
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,5.89,0.08,1.5,174
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,6.08,0.06,4.2,946
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,6.21,0.08,4.7,669
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,6.31,0.06,13.5,1852
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,6.51,0.07,1.5,223
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,6.63,0.05,2.7,705
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,6.75,0.06,4.3,2468
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,6.83,0.11,1.4,396
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,7.07,0.11,1.6,377
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,7.14,0.03,7,631
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,7.2,0.02,2.9,378
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,7.31,0.09,2.3,738
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,7.34,0.03,1.8,176
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,7.61,0.04,8.8,1761
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,7.84,0.07,3.8,1622
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,7.9,0.12,1.5,267
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,7.98,0.05,5.9,3125
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,8.26,0.09,5,1537
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,8.37,0.08,1.4,206
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,8.55,0.07,4.8,1894
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,8.64,0.1,2.5,435
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,8.8,0.08,2.7,1360
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,8.89,0.05,3.3,171
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,8.96,0.06,2.7,1986
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,9.14,0.08,2.5,621
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,9.43,0.05,3.6,679
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,9.66,0.06,6.6,2088
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,9.77,0.08,2,278
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,10.04,0.06,3,486
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,10.13,0.1,1.6,334
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,10.14,0.04,5.5,1562
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,10.28,0.09,3.7,597
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,10.37,0.08,1.7,482
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,10.63,0.05,24.9,3605
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,10.75,0.06,2.2,491
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,10.84,0.05,1.8,173
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,10.97,0.08,2.5,1411
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,11.06,0.1,1.4,280
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,11.11,0.06,3.8,1295
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,11.43,0.08,2.3,753
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,11.5,0.02,38.9,5518
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,11.64,0.06,10.1,2537
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,11.79,0.06,6.4,643
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,11.86,0.09,2.8,685
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,12.04,0.1,1,249
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,12.11,0.06,7.2,1094
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,12.25,0.06,3.3,608
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,12.38,0.06,5.8,866
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,12.57,0.08,1.2,300
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,12.68,0.08,1.9,1421
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,12.81,0.09,2,402
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,13.03,0.08,3.4,1544
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,13.12,0.03,8.3,1278
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,13.22,0.06,3.8,1416
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,13.43,0.04,7.6,894
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,13.51,0.05,2.1,781
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,13.52,0.12,1.2,410
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,13.65,0.05,34,3511
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,13.76,0.05,16.8,820
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,13.89,0.02,26.5,2906
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,13.94,0.06,2.2,727
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,14.08,0.06,4.3,827
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,14.11,0.1,2.3,563
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,14.27,0.08,4.1,1228
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,14.43,0.05,28.7,1717
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,14.68,0.07,2.6,1046
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,14.85,0.06,2.3,477
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,14.91,0.01,13.6,774
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,15.26,0.06,7.4,2423
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,15.51,0.07,2.4,686
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,15.58,0.06,4.5,479
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,15.66,0.09,2.8,872
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,15.83,0.07,2.4,247
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,15.93,0.08,2.8,943
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,16.07,0.08,5.8,2623
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,16.36,0.05,12.7,8291
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,16.63,0.02,18.8,4531
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,16.69,0.08,3.4,1472
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,16.8,0.12,1.6,814
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,16.96,0.11,1.7,605
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,17.16,0.11,1.2,181
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,17.41,0.11,1.4,562
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,17.53,0.1,1.5,192
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,17.75,0.12,3.4,1568
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,17.98,0.01,14.8,1628
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,18.13,0.03,12.3,977
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,18.15,0.09,1.8,626
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,18.3,0.09,1.1,449
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,18.32,0.02,11.7,2229
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,18.43,0.05,3.9,1518
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,18.57,0.1,1.9,836
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,18.71,0.06,3,617
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,18.96,0.09,1.9,907
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,19.08,0.08,5.4,1613
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,19.3,0.06,3,859
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,19.4,0.08,2.1,271
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,19.48,0.13,1.1,226
site4-2-ROOT_PFTC_SITE4_(nogp)_0004,4,2,west, DETECT,19.59,0.08,3.7,1362
